admin2,admin3,admin4,partner,province,municipality,barangay,male_young,male_child,male_adult,male_senior,female_young,female_child,female_adult,female_senior,hh_males,hh_females,hh_total,confirm,vulnerabilities/single_headed,vulnerabilities/single_headed_sex,vulnerabilities/pregnant_lactating,vulnerabilities/disabled_ill_male,vulnerabilities/disabled_ill_female
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,0,1,0,1,0,1,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,0,0,0,0,1,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,1,2,0,0,0,3,0,3,3,6,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,4,0,0,0,2,0,4,2,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,2,2,0,0,0,1,0,4,1,5,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,1,1,0,0,1,1,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,0,1,1,1,1,1,4,5,OK,no,,0,0,1
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,0,1,0,1,1,1,0,1,3,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,1,0,1,0,0,0,2,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,1,1,0,0,2,1,0,3,3,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,2,2,1,0,1,0,1,0,5,2,7,OK,no,,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,0,1,0,0,0,1,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,0,1,0,1,0,1,0,2,2,4,OK,no,,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,3,1,0,0,0,1,0,4,1,5,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,2,2,0,1,2,1,0,4,4,8,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,1,0,1,0,1,2,3,OK,no,,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,0,0,0,0,0,1,0,1,1,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,2,1,0,0,0,0,0,3,0,3,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,4,0,1,1,1,0,4,3,7,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,2,1,0,1,2,1,0,4,4,8,OK,no,,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,4,1,1,0,1,0,1,0,6,2,8,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,2,0,1,0,1,3,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,1,1,3,0,0,1,1,0,5,2,7,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,1,1,1,0,0,1,1,0,3,2,5,OK,no,,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,1,0,1,0,1,2,3,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,1,2,0,0,3,1,0,3,4,7,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,3,1,0,0,0,0,0,4,0,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,1,0,1,0,0,1,0,2,1,3,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,0,1,0,1,1,2,0,2,4,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,0,1,0,1,0,1,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,0,0,0,0,0,1,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,1,1,0,0,3,1,0,3,4,7,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,1,1,0,0,1,1,0,3,2,5,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,1,2,0,1,0,1,0,4,2,6,OK,no,,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,0,1,0,1,1,1,0,2,3,5,OK,no,,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,2,1,1,0,1,0,1,0,4,2,6,OK,no,,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,1,3,1,0,0,0,1,0,5,1,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,1,3,0,0,0,1,0,4,1,5,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,2,1,0,0,2,1,0,3,3,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,1,0,1,1,2,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,1,1,0,0,1,1,0,2,2,4,OK,no,,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,1,0,1,0,1,0,1,0,2,2,4,OK,no,,1,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,0,1,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,1,2,0,0,1,1,0,3,2,5,OK,no,,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,2,0,1,0,1,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,4,1,0,0,0,1,0,5,1,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,1,0,0,1,0,2,1,3,OK,yes,male,0,0,1
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,0,1,0,1,0,1,2,3,OK,no,,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,2,0,0,1,0,0,1,2,2,4,OK,yes,female,0,0,1
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,0,0,0,0,0,1,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,0,0,0,1,1,1,2,3,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,1,0,2,0,0,0,2,0,3,2,5,OK,no,,0,0,1
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,1,2,0,0,1,0,1,3,2,5,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,1,0,0,0,1,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,0,0,1,0,1,0,2,2,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,3,0,0,0,1,0,3,1,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,1,1,1,0,1,2,1,0,3,4,7,OK,no,,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,1,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,1,0,1,0,1,0,1,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,2,0,1,1,3,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,0,1,0,1,2,1,0,2,4,6,OK,no,,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,0,0,0,0,0,1,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,1,0,0,0,1,2,1,3,OK,no,,0,1,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,1,2,0,0,1,2,1,3,4,7,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,2,0,1,0,0,0,1,0,3,1,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,2,1,0,1,0,1,0,4,2,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,1,0,0,0,1,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,1,2,0,0,1,0,1,3,2,5,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,2,3,0,1,0,1,0,6,2,8,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,2,1,0,0,2,2,0,3,4,7,OK,no,,0,1,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,1,1,0,0,0,2,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,0,2,0,0,0,2,0,2,2,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,0,3,0,0,0,2,0,3,2,5,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,1,0,0,0,0,2,0,1,2,3,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,1,1,0,0,3,1,0,2,4,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,2,0,1,0,0,0,1,0,3,1,4,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,1,0,0,0,1,0,2,1,3,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,3,0,0,2,1,0,4,3,7,OK,no,,0,0,1
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,2,1,0,0,1,1,4,2,6,OK,no,,0,1,1
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,0,0,1,1,1,0,1,3,4,OK,yes,female,0,0,1
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,1,1,1,0,0,0,1,3,1,4,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,2,0,0,1,0,0,1,0,3,1,4,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,2,2,0,0,2,1,0,4,3,7,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,0,1,0,2,2,1,0,1,5,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,2,1,1,0,0,1,1,0,4,2,6,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,2,0,1,0,0,0,1,0,3,1,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Poblacion,0,0,0,1,0,0,0,1,1,1,2,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,0,0,0,1,0,1,1,2,3,OK,yes,female,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,3,1,0,0,1,1,0,4,2,6,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,0,1,0,0,0,1,1,1,2,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,0,0,0,1,0,1,1,2,OK,no,,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,0,1,0,0,6,1,1,7,8,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,1,0,1,0,1,2,3,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,2,2,0,1,2,4,0,4,7,11,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,2,0,1,0,1,3,4,OK,no,,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,3,1,0,0,2,1,0,5,3,8,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,1,0,1,0,1,2,3,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,2,0,1,0,1,0,1,0,3,2,5,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,2,1,0,0,0,0,1,0,3,1,4,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,0,0,0,0,1,0,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,1,2,1,0,1,4,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,1,4,2,0,0,1,1,0,7,2,9,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,0,0,1,0,0,3,1,0,1,4,5,OK,yes,female,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,1,0,0,0,1,0,2,1,3,OK,no,n/a,1,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,1,0,0,3,0,0,2,3,5,OK,yes,male,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,3,1,0,2,2,1,0,4,5,9,OK,no,n/a,1,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,2,1,0,0,1,0,1,3,2,5,OK,yes,female,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,1,0,1,1,1,0,2,3,5,OK,no,n/a,0,1,1
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,2,0,0,2,3,0,3,5,8,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,2,2,0,2,4,1,0,4,7,11,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,1,2,0,0,1,1,0,4,2,6,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,3,1,0,0,0,1,0,5,1,6,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,2,0,0,0,0,1,3,1,4,OK,yes,female,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,0,0,0,1,0,1,1,2,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,1,0,0,2,0,2,2,4,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,3,0,0,1,1,0,4,2,6,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,2,0,1,0,1,0,1,0,3,2,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,3,1,1,0,0,0,1,0,5,1,6,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,2,1,1,0,2,0,1,0,4,3,7,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,1,1,0,0,0,4,0,2,4,6,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,2,1,0,0,0,1,3,1,4,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,1,0,0,0,1,1,1,2,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,0,0,0,0,1,1,1,2,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,3,1,0,0,1,1,0,4,2,6,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,0,1,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,0,0,1,1,0,0,0,1,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,1,0,0,0,0,2,0,2,OK,yes,male,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,2,1,1,0,0,0,1,0,4,1,5,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,0,0,2,0,0,1,2,3,OK,yes,male,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,1,0,1,1,2,0,1,4,5,OK,no,n/a,1,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,3,1,0,0,2,1,0,4,3,7,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,2,0,1,3,1,0,2,5,7,OK,yes,male,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,3,1,0,0,1,1,0,4,2,6,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,2,2,0,1,1,1,0,4,3,7,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,2,0,0,0,1,0,3,1,4,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,1,0,0,0,1,1,2,2,4,OK,yes,female,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,1,0,0,2,1,0,2,3,5,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,0,1,0,1,1,3,0,2,5,7,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,3,1,0,1,1,1,0,4,3,7,OK,no,n/a,1,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,2,0,0,0,0,0,1,2,1,3,OK,yes,female,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,1,1,0,2,0,1,0,2,3,5,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,2,0,1,0,1,1,1,0,3,3,6,OK,no,n/a,1,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,1,2,1,0,0,1,2,0,4,3,7,OK,no,n/a,0,0,0
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,0,0,3,0,0,0,0,0,3,0,3,OK,yes,male,0,0,0
PH175300000,PH175309000,PH175309009,Swiss Red Cross,Palawan,Coron,Decalachao,2,1,2,0,0,1,2,0,5,3,8,OK,no,n/a,1,0,0
PH175300000,PH175309000,PH175309009,Swiss Red Cross,Palawan,Coron,Decalachao,1,4,1,0,2,1,1,0,6,4,10,OK,no,n/a,1,0,0
PH175300000,PH175309000,PH175309009,Swiss Red Cross,Palawan,Coron,Decalachao,1,2,1,1,0,2,1,0,5,3,8,OK,no,n/a,0,0,0
PH083700000,PH083747000,PH083747127,IFRC,Leyte,Tacloban City,Barangay 93,0,0,2,0,0,1,1,0,2,2,4,OK,no,n/a,0,0,1
PH083700000,PH083747000,PH083747127,IFRC,Leyte,Tacloban City,Barangay 93,0,0,1,0,0,0,0,1,1,1,2,OK,yes,male,0,0,0
PH083700000,PH083747000,PH083747127,IFRC,Leyte,Tacloban City,Barangay 93,1,0,0,0,0,1,1,1,1,3,4,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,1,1,0,0,1,2,0,2,3,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,0,0,3,1,0,1,4,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,1,0,1,0,0,1,1,0,2,2,4,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,3,1,0,0,1,3,0,4,4,8,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,2,0,1,0,0,0,1,0,3,1,4,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,0,0,2,0,0,1,2,3,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,0,0,0,0,1,1,1,2,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,0,0,1,2,0,1,3,4,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,1,1,1,0,0,3,1,0,3,4,7,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,0,0,0,0,1,0,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,1,0,0,1,0,2,1,3,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,0,2,0,0,2,1,0,3,3,6,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,0,0,0,0,1,0,0,1,1,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,0,1,0,1,0,1,0,2,2,4,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,1,0,0,0,0,2,0,2,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,0,0,0,1,0,1,1,2,OK,no,n/a,0,0,0
PH175300000,PH175307000,PH175307001,Bahrain Red Crescent,Palawan,Busuanga,Bogtong,0,1,2,0,0,1,3,0,3,4,7,OK,no,n/a,0,0,0
PH175300000,PH175307000,PH175307001,Bahrain Red Crescent,Palawan,Busuanga,Bogtong,0,1,3,0,0,0,2,0,4,2,6,OK,no,n/a,0,0,0
